 3043886577 2.053957415344028e-145
 3043860270 1.660482379859186e-211
 3043898010 7.2350283106971e-96
 3043931651 4.506398589330164e-138
 3043861637 4.669159587769376e-208
 3043862454 2.080002627206942e-95
 3043933622 2.420830824285474e-164
 3043909566 2.25655077064059e-155
 3043865978 0
 3043936109 9.341315591770766e-98
 3043932146 1.79458263256846e-148
 3043914095 2.054988513255195e-98
 3043939159 7.654824916297715e-109
 3043936523 8.46116248787941e-99
 3043863107 2.676447419243591e-114
 3043878964 0
 3043886514 1.803918544717427e-96
 3043881277 7.448530418165997e-106
 3043902507 2.734063941676629e-96
 3043935233 1.085542579475968e-133
 3043878090 9.461395021087089e-128
 3043928782 3.144475470414084e-138
 3043937741 9.12894970019866e-124
 3043938222 6.933724551513792e-103
 3043936958 2.699339676474864e-98
 3043869525 4.160145994010131e-179
 3043874505 2.099640497114638e-233
 3043942396 4.857316462932778e-102
 3043938973 1.735803467265714e-95
 3043917927 5.397876891251031e-136
 3043891287 7.97471880731937e-97
 3043890520 1.162806607049708e-96
 3043919604 2.893732081746339e-121
 3043864175 1.153674170211159e-95
 3043815454 2.913602881027699e-91
 3043946287 3.282652837315694e-202
 3043923829 2.107526344429984e-100
 3043873035 2.870387644400749e-196
 3043933243 1.040364352101802e-93
 3043881161 2.125261813040402e-124
 3043802757 1.216722777705731e-152
 3043835552 1.511203217415883e-94
 3043824780 2.476523764595195e-97
 3043879138 2.545960868827562e-92
 3043869575 6.603041899843888e-92
 3043842712 2.99349540173633e-92
 3043872776 2.082648063466654e-97
 3043947648 1.536505813826771e-120
 3043845474 4.623847567832577e-97
 3043947731 2.492033374336425e-105
 3043946454 1.379383396912387e-131
 3043885193 1.102938216167853e-91
 3043942203 3.265147293996698e-94
 3043943377 6.072145605872291e-144
 3043841741 5.583433121083717e-92
 3043867292 1.852631041667921e-199
 3043924819 4.318679586208794e-105
 3043949695 1.044545296810928e-115
 3043920601 1.888469193694718e-97
 3043878706 5.882144953712381e-194
 3043943722 2.410087746954017e-124
 3043878007 7.333721100564628e-96
 3043908700 4.555621278942429e-123
 3043926710 2.986393275843513e-129
 3043861579 4.191986096674498e-96
 3043936930 6.259660016550592e-92
 3043887531 6.083940542873069e-121
 3043925276 4.736504897806056e-94
 3043816697 6.029866924700223e-103
 3043946236 5.842343065665519e-146
 3043861538 1.492896718774732e-95
 3043921355 1.400753413168054e-143
 3043953792 1.220245012392627e-189
 3043882831 0
 3043854548 2.995646652232109e-93
 3043953249 9.644779670093377e-110
 3043896753 3.202232583391085e-106
 3043947762 2.707640606147127e-116
 3043947961 1.078006487408796e-92
 3043925553 6.064393147695422e-101
 3043949576 7.626578049506408e-121
 3043885877 6.784000647805479e-135
 3043918863 4.33600549471466e-110
